id,activity_score
1,0.7819296771194786
2,0.8203770238906145
3,0.508618240011856
4,0.05708772176876664
5,0.1005323154386133
6,0.7192645522300154
7,0.7456797217018902
8,0.9868570070248097
9,0.3011189622338861
10,0.40045846230350435
11,0.9180140520911664
12,0.780784340808168
13,0.014950112672522664
14,0.8034388674423099
15,0.9347947149071842
16,0.6173806514125317
17,0.22967657865956426
18,0.41593869612552226
19,0.30290260491892695
20,0.24584338860586286
21,0.7413801397196949
22,0.7329896728042513
23,0.655000357888639
24,0.5436731595546007
25,0.69127506762743
26,0.6860745088197291
27,0.37343913526274264
28,0.7556917823385447
29,0.1106212642043829
30,0.5760415212716907
31,0.8452514917589724
32,0.2825755362864584
33,0.5590808966662735
34,0.7019700650125742
35,0.7855434431694448
36,0.3123677489347756
37,0.8689073086716235
38,0.8176070600748062
39,0.994890064932406
40,0.7146453214809299
41,0.9040986918844283
42,0.2769055312965065
43,0.8265818331856281
44,0.3781691051553935
45,0.6132962815463543
46,0.11766019440256059
47,0.6645106114447117
48,0.9757124136667699
49,0.14714289992116392
50,0.18921137670986354
51,0.5159544702619314
52,0.9746936222072691
53,0.41138776834122837
54,0.48020192375406623
55,0.9872267586179078
56,0.478713555727154
57,0.19665208854712546
58,0.6960020905826241
59,0.6325599218253046
60,0.2925303147640079
61,0.859171997057274
62,0.09764513629488647
63,0.24618964619003236
64,0.8147786606568843
65,0.20374587434343994
66,0.31987675395794213
67,0.93330527120269835
68,0.7565762116573751
69,0.07886443333700299
70,0.48341026226989925
71,0.5458168820478022
72,0.25035082176327705
73,0.5372619987465441
74,0.12813824694603682
75,0.26352195465005934
76,0.5152571599464864
77,0.4569373552221805
78,0.9833522958215326
79,0.7240117425099015
80,0.9337100393604487
81,0.14029427291825414
82,0.26292644161731005
83,0.5887630237266421
84,0.9621278133708984
85,0.444728339323774
86,0.7894364648964256
87,0.3624905194155872
88,0.4757258004974574
89,0.016059970250353217
90,0.717004643054679
91,0.9446433193515986
92,0.30345245101489127
93,0.5466427325736731
94,0.2566623946186155
95,0.590330493170768
96,0.6252100765705109
97,0.024473066674545407
98,0.7774360429029912
99,0.018746197456493974
100,0.9360683972481638
101,0.9143116432242095
102,0.20500037190504372
103,0.028955788118764758
104,0.6784730283543468
105,0.4436062420718372
106,0.27102806977927685
107,0.8375605952460319
108,0.08452881127595901
109,0.6008558548055589
110,0.24061462958343327
111,0.09657798963598907
112,0.20265431376174092
113,0.2596404952928424
114,0.7244564546272159
115,0.32613232359290123
116,0.8575338835362345
117,0.7448271040339023
118,0.7597284584771842
119,0.5393215580843389
120,0.2396519696339965
121,0.24875075370073318
122,0.8887230660766363
123,0.9772743978537619
124,0.2890030036214739
125,0.7793176274280995
126,0.7029885561205447
127,0.30431895703077316
128,0.07512927544303238
129,0.49469116679392755
130,0.5903658356983215
131,0.5166204199194908
132,0.24043676001019776
133,0.1687631227541715
134,0.6065440867096186
135,0.83807468181476
136,0.23905983148142695
137,0.14240676630288363
138,0.785851376131177
139,0.5192121714353561
140,0.29626145330257714
141,0.4757842202670872
142,0.46703863283619285
143,0.17607166478410363
144,0.7269779713824391
145,0.25287895277142525
146,0.9699602161999792
147,0.061230057617649436
148,0.5371029200032353
149,0.9390041627921164
150,0.770008682506159
151,0.7210556580685079
152,0.19040162581950426
153,0.4368540276773274
154,0.6880357570480555
155,0.6173730751033872
156,0.9522247340064496
157,0.471319779753685
158,0.4881965573877096
159,0.5335826461669058
160,0.8339954260736704
161,0.9635241774376482
162,0.704769260250032
163,0.5310370656661689
164,0.2701087745372206
165,0.3683213032782078
166,0.8919288699980825
167,0.8526530442759395
168,0.9177449268754572
169,0.9135306228417903
170,0.930249081691727
171,0.6774314676877111
172,0.5360451501328498
173,0.17607253068126738
174,0.4459914118051529
175,0.8157136186491698
176,0.910368634853512
177,0.9603653110098094
178,0.16035101818852127
179,0.8707125163637102
180,0.1276137933600694
181,0.5145805845968425
182,0.13931364682503045
183,0.6248110486194491
184,0.680931112729013
185,0.1566703573334962
186,0.64048316003754735
187,0.44307563081383705
188,0.7762695965357125
189,0.566611722111702
190,0.2663175775669515
191,0.1478689464274794
192,0.4364129896275699
193,0.7695684160571545
194,0.5897448090836406
195,0.6302236488554627
196,0.7033387522678822
197,0.48076603398658335
198,0.3335029489826411
199,0.09630408766679466
200,0.9894982499536127
201,0.7351205791346729
202,0.492126795463264
203,0.9618849121034145
204,0.696696907049045
205,0.840144932968542
206,0.14272383996285498
207,0.49187524733133614
208,0.9388707305770367
209,0.09031312959268689
210,0.5425961408764124
211,0.08039247780106962
212,0.7387194433249533
213,0.0604056806769222
214,0.4894465869292617
215,0.5045964340679348
216,0.2925565999466926
217,0.17214248073287308
218,0.5143379608634859
219,0.8733881628140807
220,0.629862574627623
221,0.19851403776556253
222,0.9341034644749016
223,0.7414460368454456
224,0.8577051947358996
225,0.050939494743943214
226,0.6117583508603275
227,0.3187153786420822
228,0.4314115047454834
229,0.15790853137150407
230,0.934385231230408
231,0.8371851700358093
232,0.7643212422262877
233,0.12528161937370896
234,0.1405475672800094
235,0.3505852979142219
236,0.58822295605205
237,0.14933760766871274
238,0.4302710078191012
239,0.5778862638399005
240,0.6092224197927862
241,0.5971558820456266
242,0.6370727196335793
243,0.5160107014235109
244,0.7411541680339724
245,0.5182674436364323
246,0.2784267202951014
247,0.6665141987614334
248,0.12205547979101539
249,0.805964240571484
250,0.7680381503887475
251,0.8643043800257146
252,0.6898871241137385
253,0.2505531089846045
254,0.39305217284709215
255,0.1918776649981737
256,0.718759675277397
257,0.5864270974416286
258,0.587044786196202
259,0.7213081105146557
260,0.9887557527981699
261,0.20044012600556016
262,0.7100488524883986
263,0.15513874031603336
264,0.07511264481581748
265,0.4087494413834065
266,0.0014861547388136387
267,0.2754156533628702
268,0.4864436106290668
269,0.8006369299255311
270,0.08263288135640323
271,0.3179770363494754
272,0.982458982616663
273,0.3413551466073841
274,0.4921413369011134
275,0.34432355035096407
276,0.6384199224412441
277,0.07402123208157718
278,0.8769336408004165
279,0.003382996190339327
280,0.2030065762810409
281,0.8839406983461231
282,0.9071367147844285
283,0.991923229303211
284,0.33818656695075333
285,0.537462467327714
286,0.5521970773115754
287,0.13063305569812655
288,0.7510636644437909
289,0.8533539101481438
290,0.3878483036532998
291,0.49843361764214933
292,0.1000746397767216
293,0.512943311361596
294,0.7127487943507731
295,0.5821980722248554
296,0.07223254162818193
297,0.49912014673464
298,0.8570706602185965
299,0.7126248416025192
300,0.6393367571290582
301,0.18700450891628861
302,0.11239766725338995
303,0.5028259172104299
304,0.9777493849396706
305,0.6938583434093744
306,0.7605629519093782
307,0.5353022869676352
308,0.6472397814504802
309,0.16770928958430886
310,0.8395901075564325
311,0.4886604973580688
312,0.11453991592861712
313,0.13003173819743097
314,0.28525664820335805
315,0.5741971493698657
316,0.6062331509310752
317,0.7288395781069994
318,0.6226345966570079
319,0.339444542536512
320,0.3335363771766424
321,0.35012355842627585
322,0.08114851452410221
323,0.14186893892474473
324,0.1984292024280876
325,0.5801294047851115
326,0.5918569057248533
327,0.5695043129380792
328,0.6174474947620183
329,0.14360164548270404
330,0.2924377154558897
331,0.24488251376897097
332,0.2825918011367321
333,0.23726108530536294
334,0.6992075140587986
335,0.9753658908884972
336,0.09229118353687227
337,0.4232464318629354
338,0.5043039559386671
339,0.6594700259156525
340,0.6522547982167453
341,0.13094447157345712
342,0.11957395635545254
343,0.18237059516832232
344,0.7103623640723526
345,0.670483723981306
346,0.9864521732088178
347,0.6678530911449343
348,0.7494657069910318
349,0.43787150806747377
350,0.8628750883508474
351,0.2569273968692869
352,0.2938077850267291
353,0.4577925708144903
354,0.07627646345645189
355,0.14331381395459175
356,0.49966147099621594
357,0.6430217199958861
358,0.016460116719827056
359,0.4606917924247682
360,0.13525344477966428
